index,breed_primary,size
40066,Hound,Medium
40067,American Bulldog,Medium
40068,Border Collie,Medium
40069,Hound,Medium
40070,Border Collie,Medium
40071,Chihuahua,Small
40072,Hound,Medium
40073,Labrador Retriever,Medium
40074,Terrier,Small
40075,Yorkshire Terrier,Small
40076,Labrador Retriever,Medium
40077,Labrador Retriever,Medium
40078,Labrador Retriever,Medium
40079,Labrador Retriever,Medium
40080,Labrador Retriever,Medium
40081,Terrier,Medium
40082,Australian Shepherd,Medium
40083,Hound,Medium
40084,Labrador Retriever,Small
40085,Chihuahua,Small
40086,Hound,Large
40087,Pit Bull Terrier,Large
40088,Pit Bull Terrier,Medium
40089,Labrador Retriever,Large
40090,Chihuahua,Small
40091,Hound,Medium
40092,Pit Bull Terrier,Medium
40093,Boxer,Medium
40094,Black and Tan Coonhound,Medium
40095,Boxer,Medium
40096,Dachshund,Small
40097,Redbone Coonhound,Medium
40098,Black Mouth Cur,Medium
40099,Black and Tan Coonhound,Medium
40100,Terrier,Medium
40101,Labrador Retriever,Medium
40102,American Staffordshire Terrier,Medium
40103,Beagle,Small
40104,Pit Bull Terrier,Medium
40105,Pit Bull Terrier,Medium
40106,American Staffordshire Terrier,Medium
40107,American Staffordshire Terrier,Medium
40108,Pit Bull Terrier,Large
40109,Boxer,Medium
40110,Labrador Retriever,Medium
40111,Shepherd,Large
40112,Papillon,Small
40113,Miniature Pinscher,Small
40114,Terrier,Small
40115,Labrador Retriever,Small
40116,Pit Bull Terrier,Medium
40117,Pit Bull Terrier,Medium
40118,Mastiff,Medium
40119,Border Collie,Medium
40120,Australian Shepherd,Medium
40121,Labrador Retriever,Medium
40122,Hound,Medium
40123,Pit Bull Terrier,Medium
40124,Beagle,Medium
40125,Whippet,Small
40126,Dachshund,Small
40127,Beagle,Small
40128,Shetland Sheepdog / Sheltie,Small
40129,Terrier,Medium
40130,Terrier,Medium
40131,Shepherd,Medium
40132,Terrier,Medium
40133,Boston Terrier,Small
40134,Terrier,Medium
40135,Terrier,Medium
40136,Standard Poodle,Medium
40137,Terrier,Medium
40138,Terrier,Medium
40139,Boxer,Medium
40140,Labrador Retriever,Medium
40141,Labrador Retriever,Medium
40142,German Shepherd Dog,Medium
40143,Boxer,Medium
40144,German Shepherd Dog,Medium
40145,American Staffordshire Terrier,Medium
40146,Labrador Retriever,Medium
40147,Carolina Dog,Medium
40148,American Staffordshire Terrier,Medium
40149,American Staffordshire Terrier,Medium
40150,Labrador Retriever,Medium
40151,Mixed Breed,Medium
40152,Mixed Breed,Medium
40153,Mixed Breed,Medium
40154,Mixed Breed,Medium
40155,Mixed Breed,Medium
40156,Mixed Breed,Medium
40157,Mixed Breed,Medium
40158,Staffordshire Bull Terrier,Medium
40159,American Staffordshire Terrier,Medium
40160,Labrador Retriever,Medium
40161,Boxer,Large
40162,Labrador Retriever,Medium
40163,Chihuahua,Small
40164,Chihuahua,Small
40165,Beagle,Medium
40166,Chihuahua,Small
40167,Chesapeake Bay Retriever,Large
40168,Labrador Retriever,Medium
40169,Cattle Dog,Medium
40170,Labrador Retriever,Large
40171,Chihuahua,Small
40172,Shih Tzu,Small
40173,Labrador Retriever,Medium
40174,Feist,Medium
40175,Hound,Medium
40176,Hound,Medium
40177,Pit Bull Terrier,Large
40178,Hound,Medium
40179,Labrador Retriever,Large
40180,Labrador Retriever,Large
40181,American Staffordshire Terrier,Medium
40182,Australian Shepherd,Medium
40183,Shepherd,Large
40184,Labrador Retriever,Large
40185,Labrador Retriever,Large
40186,Labrador Retriever,Medium
40187,Beagle,Medium
40188,American Staffordshire Terrier,Medium
40189,Shepherd,Medium
40190,Beagle,Small
40191,Shepherd,Large
40192,Shepherd,Medium
40193,Terrier,Small
40194,Labrador Retriever,Medium
40195,Hound,Medium
40196,Catahoula Leopard Dog,Medium
40197,Boxer,Medium
40198,Boxer,Medium
40199,Chihuahua,Small
40200,Mixed Breed,Large
40201,Shih Tzu,Small
40202,Pit Bull Terrier,Medium
40203,Mixed Breed,Medium
40204,Australian Shepherd,Medium
40205,Pit Bull Terrier,Large
40206,Chihuahua,Small
40207,Chihuahua,Small
40208,Boxer,Medium
40209,Chihuahua,Small
40210,Boxer,Medium
40211,Pit Bull Terrier,Medium
40212,Beagle,Small
40213,Shetland Sheepdog / Sheltie,Medium
40214,German Shepherd Dog,Small
40215,American Bulldog,Large
40216,American Staffordshire Terrier,Large
40217,American Staffordshire Terrier,Large
40218,Boxer,Large
40219,Rottweiler,Large
40220,American Foxhound,Medium
40221,Terrier,Medium
40222,Labrador Retriever,Medium
40223,Terrier,Medium
40224,Pointer,Medium
40225,Terrier,Medium
40226,Shepherd,Medium
40227,Labrador Retriever,Medium
40228,Labrador Retriever,Medium
40229,Chihuahua,Small
40230,Chihuahua,Small
40231,Pug,Small
40232,Boxer,Medium
40233,Beagle,Medium
40234,Boxer,Medium
40235,Hound,Medium
40236,Labrador Retriever,Medium
40237,Hound,Medium
40238,English Coonhound,Large
40239,Mixed Breed,Medium
40240,Mixed Breed,Medium
40241,Black Labrador Retriever,Large
40242,Retriever,Medium
40243,Great Pyrenees,Large
40244,Chihuahua,Small
40245,German Shepherd Dog,Medium
40246,Labrador Retriever,Large
40247,German Shepherd Dog,Medium
40248,Wirehaired Dachshund,Small
40249,Mixed Breed,Medium
40250,Mixed Breed,Medium
40251,Mixed Breed,Medium
40252,Australian Cattle Dog / Blue Heeler,Medium
40253,Mixed Breed,Medium
40254,Labrador Retriever,Medium
40255,Staffordshire Bull Terrier,Large
40256,Hound,Medium
40257,Shepherd,Small
40258,Labrador Retriever,Medium
40259,Labrador Retriever,Medium
40260,Boxer,Medium
40261,Pit Bull Terrier,Medium
40262,Pit Bull Terrier,Medium
40263,Australian Cattle Dog / Blue Heeler,Medium
40264,Pit Bull Terrier,Medium
40265,Yellow Labrador Retriever,Medium
40266,Boxer,Medium
40267,Labrador Retriever,Medium
40268,Labrador Retriever,Medium
40269,Pit Bull Terrier,Medium
40270,Labrador Retriever,Medium
40271,Boxer,Medium
40272,Schnauzer,Small
40273,Labrador Retriever,Small
40274,Labrador Retriever,Small
40275,Plott Hound,Large
40276,Husky,Large
40277,Chihuahua,Small
40278,Chihuahua,Small
40279,Retriever,Medium
40280,Beagle,Small
40281,German Shepherd Dog,Large
40282,Chihuahua,Small
40283,Husky,Medium
40284,Husky,Medium
40285,Husky,Medium
40286,Hound,Medium
40287,Dalmatian,Medium
40288,Redbone Coonhound,Medium
40289,Rottweiler,Large
40290,German Shepherd Dog,Large
40291,Catahoula Leopard Dog,Medium
40292,Mixed Breed,Medium
40293,American Bulldog,Large
40294,Pit Bull Terrier,Medium
40295,Mixed Breed,Medium
40296,Terrier,Medium
40297,Pit Bull Terrier,Medium
40298,German Shepherd Dog,Medium
40299,Mixed Breed,Medium
40300,Labrador Retriever,Medium
40301,Pit Bull Terrier,Large
40302,Pit Bull Terrier,Large
40303,Pit Bull Terrier,Large
40304,Pit Bull Terrier,Large
40305,Pit Bull Terrier,Large
40306,Pit Bull Terrier,Large
40307,Pit Bull Terrier,Large
40308,Pit Bull Terrier,Medium
40309,Pit Bull Terrier,Medium
40310,Pit Bull Terrier,Large
40311,Pomeranian,Small
40312,American Staffordshire Terrier,Medium
40313,American Staffordshire Terrier,Medium
40314,Beagle,Medium
40315,Beagle,Medium
40316,Beagle,Medium
40317,Beagle,Medium
40318,American Staffordshire Terrier,Medium
40319,Pit Bull Terrier,Large
40320,Labrador Retriever,Medium
40321,Boxer,Large
40322,Pit Bull Terrier,Medium
40323,Pit Bull Terrier,Large
40324,Pit Bull Terrier,Large
40325,Pit Bull Terrier,Medium
40326,Labrador Retriever,Medium
40327,Cardigan Welsh Corgi,Large
40328,Border Collie,Large
40329,American Bulldog,Large
40330,Retriever,Large
40331,Labrador Retriever,Medium
40332,Siberian Husky,Large
40333,Saint Bernard,Medium
40334,Beagle,Medium
40335,Cattle Dog,Medium
40336,Wirehaired Terrier,Small
40337,Labrador Retriever,Large
40338,Hound,Large
40339,Labrador Retriever,Large
40340,Pit Bull Terrier,Large
40341,German Shepherd Dog,Medium
40342,Chihuahua,Small
40343,American Staffordshire Terrier,Large
40344,Plott Hound,Large
40345,Pit Bull Terrier,Medium
40346,Pit Bull Terrier,Medium
40347,Pit Bull Terrier,Medium
40348,Hound,Medium
40349,Great Dane,Extra Large
40350,Great Dane,Extra Large
40351,Chihuahua,Small
40352,Beagle,Medium
40353,Border Collie,Medium
40354,Labrador Retriever,Large
40355,American Staffordshire Terrier,Large
40356,Pit Bull Terrier,Medium
40357,Pit Bull Terrier,Large
40358,Beagle,Medium
40359,German Shepherd Dog,Medium
40360,Pit Bull Terrier,Large
40361,Pit Bull Terrier,Large
40362,Pit Bull Terrier,Large
40363,American Bulldog,Large
40364,Belgian Shepherd / Malinois,Medium
40365,American Bulldog,Large
40366,Pointer,Medium
40367,Labrador Retriever,Medium
40368,Tibetan Spaniel,Small
40369,Hound,Medium
40370,Great Dane,Medium
40371,Chihuahua,Small
40372,Terrier,Medium
40373,Doberman Pinscher,Large
40374,Hound,Medium
40375,Treeing Walker Coonhound,Medium
40376,Shetland Sheepdog / Sheltie,Large
40377,Black Labrador Retriever,Medium
40378,Treeing Walker Coonhound,Medium
40379,Labrador Retriever,Medium
40380,Beagle,Medium
40381,Labrador Retriever,Medium
40382,German Shepherd Dog,Medium
40383,Shetland Sheepdog / Sheltie,Medium
40384,Pug,Small
40385,Cattle Dog,Medium
40386,American Staffordshire Terrier,Large
40387,Chihuahua,Small
40388,Bluetick Coonhound,Large
40389,Labrador Retriever,Medium
40390,Labrador Retriever,Medium
40391,Labrador Retriever,Medium
40392,Labrador Retriever,Medium
40393,German Shepherd Dog,Medium
40394,Boxer,Medium
40395,Boxer,Medium
40396,Labrador Retriever,Medium
40397,Siberian Husky,Medium
40398,Labrador Retriever,Medium
40399,Labrador Retriever,Medium
40400,Hound,Medium
40401,Poodle,Small
40402,Hound,Medium
40403,German Shepherd Dog,Large
40404,American Bulldog,Medium
40405,Beagle,Small
40406,Labrador Retriever,Medium
40407,Labrador Retriever,Medium
40408,Labrador Retriever,Medium
40409,Labrador Retriever,Medium
40410,Labrador Retriever,Medium
40411,Beagle,Medium
40412,Shih Tzu,Small
40413,American Staffordshire Terrier,Medium
40414,Boxer,Medium
40415,Chihuahua,Small
40416,Plott Hound,Medium
40417,Terrier,Medium
40418,Siberian Husky,Medium
40419,Mixed Breed,Medium
40420,Shih Tzu,Small
40421,Jack Russell Terrier,Small
40422,Dachshund,Small
40423,Shepherd,Medium
40424,Hound,Medium
40425,Tibetan Spaniel,Small
40426,Boxer,Medium
40427,Poodle,Small
40428,Black Labrador Retriever,Medium
40429,Pug,Small
40430,American Staffordshire Terrier,Medium
40431,Shepherd,Large
40432,Shepherd,Medium
40433,Pit Bull Terrier,Medium
40434,Hound,Medium
40435,Pit Bull Terrier,Medium
40436,Pit Bull Terrier,Large
40437,Shepherd,Medium
40438,Shepherd,Medium
40439,Greyhound,Large
40440,Greyhound,Large
40441,Greyhound,Large
40442,Greyhound,Large
40443,Greyhound,Large
40444,Greyhound,Large
40445,Greyhound,Large
40446,Greyhound,Large
40447,Greyhound,Large
40448,Greyhound,Large
40449,Plott Hound,Medium
40450,Greyhound,Large
40451,Greyhound,Large
40452,Hound,Medium
40453,Terrier,Medium
40454,Miniature Pinscher,Small
40455,Labrador Retriever,Medium
40456,Pit Bull Terrier,Medium
40457,English Bulldog,Medium
40458,German Shepherd Dog,Medium
40459,Australian Shepherd,Medium
40460,Black Labrador Retriever,Medium
40461,Labrador Retriever,Medium
40462,Terrier,Medium
40463,Terrier,Medium
40464,Terrier,Medium
40465,Labrador Retriever,Large
40466,Boxer,Medium
40467,Boxer,Medium
40468,American Staffordshire Terrier,Medium
40469,Terrier,Medium
40470,Terrier,Medium
40471,Boxer,Large
40472,Terrier,Medium
40473,Terrier,Medium
40474,Terrier,Medium
40475,Pointer,Large
40476,Boxer,Large
40477,American Bulldog,Large
40478,Retriever,Medium
40479,Retriever,Large
40480,Hound,Medium
40481,Labrador Retriever,Large
40482,American Bulldog,Large
40483,Terrier,Medium
40484,Doberman Pinscher,Medium
40485,American Bulldog,Large
40486,Retriever,Large
40487,Retriever,Large
40488,Boxer,Large
40489,Retriever,Large
40490,Cattle Dog,Large
40491,Retriever,Medium
40492,Terrier,Medium
40493,Shepherd,Large
40494,Terrier,Medium
40495,Retriever,Large
40496,Beagle,Small
40497,Retriever,Large
40498,Shepherd,Large
40499,Terrier,Medium
40500,Retriever,Large
40501,Retriever,Large
40502,Retriever,Large
40503,Boxer,Large
40504,Retriever,Large
40505,Plott Hound,Large
40506,Terrier,Medium
40507,American Bulldog,Large
40508,Hound,Medium
40509,Retriever,Large
40510,Terrier,Medium
40511,Retriever,Large
40512,Retriever,Medium
40513,Feist,Medium
40514,German Shepherd Dog,Medium
40515,Terrier,Large
40516,Terrier,Large
40517,Terrier,Large
40518,Pit Bull Terrier,Large
40519,Pit Bull Terrier,Large
40520,American Staffordshire Terrier,Large
40521,Terrier,Large
40522,Pit Bull Terrier,Large
40523,Terrier,Medium
40524,Terrier,Large
40525,American Staffordshire Terrier,Medium
40526,American Staffordshire Terrier,Medium
40527,Terrier,Medium
40528,Terrier,Medium
40529,Terrier,Large
40530,Terrier,Medium
40531,Staffordshire Bull Terrier,Large
40532,Shepherd,Medium
40533,Boxer,Medium
40534,Terrier,Large
40535,Terrier,Medium
40536,Feist,Medium
40537,American Staffordshire Terrier,Large
40538,Pit Bull Terrier,Large
40539,Flat-Coated Retriever,Large
40540,Labrador Retriever,Large
40541,Foxhound,Medium
40542,Terrier,Medium
40543,Labrador Retriever,Large
40544,Labrador Retriever,Large
40545,Terrier,Large
40546,Terrier,Large
40547,Terrier,Large
40548,Terrier,Large
40549,American Staffordshire Terrier,Large
40550,Labrador Retriever,Large
40551,Doberman Pinscher,Medium
40552,Labrador Retriever,Medium
40553,Great Pyrenees,Medium
40554,Labrador Retriever,Medium
40555,Shepherd,Medium
40556,Shepherd,Medium
40557,Border Collie,Medium
40558,Akita,Large
40559,Labrador Retriever,Medium
40560,Chow Chow,Medium
40561,Labrador Retriever,Medium
40562,Labrador Retriever,Medium
40563,German Shepherd Dog,Medium
40564,Border Collie,Large
40565,Rottweiler,Large
40566,Pit Bull Terrier,Large
40567,Terrier,Large
40568,Terrier,Large
40569,Terrier,Large
40570,Terrier,Medium
40571,Terrier,Medium
40572,Terrier,Medium
40573,Mixed Breed,Medium
40574,Mixed Breed,Small
40575,Mixed Breed,Medium
40576,Labrador Retriever,Medium
40577,Retriever,Medium
40578,Labrador Retriever,Medium
40579,American Staffordshire Terrier,Medium
40580,American Staffordshire Terrier,Medium
40581,Chihuahua,Medium
40582,Pit Bull Terrier,Medium
40583,Pit Bull Terrier,Medium
40584,Catahoula Leopard Dog,Large
40585,American Staffordshire Terrier,Medium
40586,Whippet,Medium
40587,Chihuahua,Medium
40588,Pit Bull Terrier,Medium
40589,Mixed Breed,Medium
40590,Labrador Retriever,Large
40591,Mixed Breed,Large
40592,Mixed Breed,Medium
40593,Mixed Breed,Medium
40594,Boxer,Medium
40595,Cattle Dog,Medium
40596,Shepherd,Medium
40597,Hound,Large
40598,Basset Hound,Medium
40599,Labrador Retriever,Medium
40600,Pointer,Medium
40601,American Bulldog,Medium
40602,Great Pyrenees,Large
40603,Australian Cattle Dog / Blue Heeler,Medium
40604,German Shepherd Dog,Large
40605,Labrador Retriever,Large
40606,Chocolate Labrador Retriever,Large
40607,Labrador Retriever,Medium
40608,Spaniel,Medium
40609,Chihuahua,Medium
40610,German Shepherd Dog,Large
40611,Cattle Dog,Medium
40612,German Shepherd Dog,Large
40613,Mixed Breed,Medium
40614,Labrador Retriever,Large
40615,Labrador Retriever,Medium
40616,Labrador Retriever,Medium
40617,Mixed Breed,Small
40618,Mixed Breed,Large
40619,Doberman Pinscher,Medium
40620,Mixed Breed,Medium
40621,Mixed Breed,Medium
40622,Boxer,Medium
40623,Boxer,Medium
40624,Pit Bull Terrier,Medium
40625,Pit Bull Terrier,Large
40626,American Bulldog,Medium
40627,Hound,Medium
40628,Border Collie,Medium
40629,Mixed Breed,Medium
40630,Labrador Retriever,Medium
40631,Catahoula Leopard Dog,Small
40632,Catahoula Leopard Dog,Small
40633,Black and Tan Coonhound,Medium
40634,Chihuahua,Small
40635,Cairn Terrier,Medium
40636,Pit Bull Terrier,Large
40637,Pit Bull Terrier,Large
40638,Saint Bernard,Medium
40639,Labrador Retriever,Medium
40640,Labrador Retriever,Medium
40641,Beagle,Medium
40642,Beagle,Medium
40643,Beagle,Medium
40644,Beagle,Medium
40645,Beagle,Medium
40646,Beagle,Medium
40647,American Staffordshire Terrier,Large
40648,Pit Bull Terrier,Medium
40649,Labrador Retriever,Medium
40650,Husky,Medium
40651,Labrador Retriever,Medium
40652,American Staffordshire Terrier,Medium
40653,Labrador Retriever,Medium
40654,American Staffordshire Terrier,Medium
40655,Shepherd,Medium
40656,American Staffordshire Terrier,Medium
40657,Shepherd,Medium
40658,Labrador Retriever,Medium
40659,Beagle,Small
40660,Labrador Retriever,Medium
40661,Labrador Retriever,Medium
40662,Pit Bull Terrier,Medium
40663,Pit Bull Terrier,Medium
40664,Pit Bull Terrier,Medium
40665,Retriever,Large
40666,Boxer,Medium
40667,Terrier,Medium
40668,Terrier,Small
40669,Chihuahua,Small
40670,Cattle Dog,Medium
40671,Terrier,Medium
40672,Beagle,Medium
40673,Rhodesian Ridgeback,Medium
40674,Yellow Labrador Retriever,Large
40675,Rottweiler,Large
40676,Chow Chow,Large
40677,Mixed Breed,Medium
40678,Terrier,Medium
40679,Cane Corso,Extra Large
40680,Border Collie,Medium
40681,Black Labrador Retriever,Large
40682,Beagle,Medium
40683,Mastiff,Large
40684,Mastiff,Large
40685,Labrador Retriever,Large
40686,Pit Bull Terrier,Medium
40687,Pit Bull Terrier,Medium
40688,Pit Bull Terrier,Medium
40689,Labrador Retriever,Medium
40690,Pointer,Medium
40691,American Staffordshire Terrier,Medium
40692,German Shepherd Dog,Medium
40693,American Staffordshire Terrier,Medium
40694,Pit Bull Terrier,Medium
40695,Pit Bull Terrier,Large
40696,Golden Retriever,Medium
40697,Treeing Walker Coonhound,Large
40698,Labrador Retriever,Medium
40699,Terrier,Medium
40700,American Staffordshire Terrier,Large
40701,Bloodhound,Large
40702,Golden Retriever,Medium
40703,Labrador Retriever,Large
40704,German Shepherd Dog,Large
40705,Shepherd,Medium
40706,Black and Tan Coonhound,Large
40707,Great Pyrenees,Large
40708,Hound,Medium
40709,Boxer,Medium
40710,Shepherd,Medium
40711,Cattle Dog,Medium
40712,Labrador Retriever,Large
40713,Terrier,Medium
40714,Hound,Medium
40715,Chihuahua,Small
40716,Labrador Retriever,Medium
40717,Labrador Retriever,Medium
40718,Shepherd,Medium
40719,Hound,Medium
40720,Doberman Pinscher,Large
40721,Doberman Pinscher,Large
40722,Doberman Pinscher,Large
40723,Doberman Pinscher,Large
40724,Doberman Pinscher,Large
40725,Doberman Pinscher,Large
40726,Labrador Retriever,Medium
40727,Shepherd,Medium
40728,Bull Terrier,Medium
40729,Weimaraner,Large
40730,Pit Bull Terrier,Medium
40731,German Shepherd Dog,Large
40732,German Shepherd Dog,Large
40733,Labrador Retriever,Medium
40734,Labrador Retriever,Medium
40735,American Staffordshire Terrier,Large
40736,Labrador Retriever,Medium
40737,Labrador Retriever,Medium
40738,American Staffordshire Terrier,Medium
40739,Chihuahua,Small
40740,Belgian Shepherd / Malinois,Medium
40741,Black Labrador Retriever,Medium
40742,Labrador Retriever,Large
40743,Hound,Medium
40744,Hound,Medium
40745,Black and Tan Coonhound,Medium
40746,Border Collie,Medium
40747,Shepherd,Medium
40748,Shetland Sheepdog / Sheltie,Medium
40749,Retriever,Medium
40750,Anatolian Shepherd,Extra Large
40751,Labrador Retriever,Medium
40752,Labrador Retriever,Medium
40753,Shepherd,Medium
40754,Shepherd,Medium
40755,American Staffordshire Terrier,Medium
40756,Black Labrador Retriever,Large
40757,Labrador Retriever,Medium
40758,Wirehaired Terrier,Small
40759,Italian Greyhound,Small
40760,Collie,Medium
40761,Pit Bull Terrier,Large
40762,Pit Bull Terrier,Medium
40763,American Staffordshire Terrier,Medium
40764,Treeing Walker Coonhound,Medium
40765,Labrador Retriever,Large
40766,Labrador Retriever,Large
40767,Chihuahua,Small
40768,Labrador Retriever,Large
40769,Shepherd,Medium
40770,Pit Bull Terrier,Medium
40771,Pit Bull Terrier,Large
40772,Chihuahua,Small
40773,Rat Terrier,Small
40774,Terrier,Small
40775,Labrador Retriever,Medium
40776,Boxer,Small
40777,Pug,Small
40778,Pit Bull Terrier,Large
40779,Blue Lacy,Large
40780,Labrador Retriever,Medium
40781,Weimaraner,Large
40782,Weimaraner,Large
40783,Golden Retriever,Medium
40784,Shepherd,Medium
40785,Poodle,Small
40786,Miniature Pinscher,Small
40787,Terrier,Medium
40788,Great Dane,Medium
40789,Rottweiler,Extra Large
40790,Shepherd,Medium
40791,Chihuahua,Small
40792,Boxer,Medium
40793,Boxer,Medium
40794,Akita,Large
40795,Hound,Medium
40796,Chocolate Labrador Retriever,Medium
40797,Shepherd,Medium
40798,American Staffordshire Terrier,Medium
40799,Labrador Retriever,Medium
40800,Rhodesian Ridgeback,Medium
40801,Labrador Retriever,Medium
40802,Hound,Medium
40803,Labrador Retriever,Medium
40804,German Shepherd Dog,Large
40805,Labrador Retriever,Medium
40806,Labrador Retriever,Medium
40807,Chihuahua,Small
40808,Border Collie,Medium
40809,Boxer,Medium
40810,Pit Bull Terrier,Large
40811,Pit Bull Terrier,Large
40812,Labrador Retriever,Medium
40813,Pit Bull Terrier,Medium
40814,Labrador Retriever,Medium
40815,Labrador Retriever,Large
40816,Labrador Retriever,Medium
40817,Mixed Breed,Medium
40818,Cocker Spaniel,Medium
40819,White German Shepherd,Medium
40820,Papillon,Small
40821,Terrier,Medium
40822,Terrier,Medium
40823,German Shepherd Dog,Large
40824,Boxer,Medium
40825,Miniature Pinscher,Medium
40826,Terrier,Medium
40827,Rottweiler,Large
40828,Pit Bull Terrier,Large
40829,Pit Bull Terrier,Large
40830,Labrador Retriever,Medium
40831,Boxer,Medium
40832,Boxer,Medium
40833,Boxer,Medium
40834,Boxer,Medium
40835,Boxer,Medium
40836,Boxer,Medium
40837,Boxer,Large
40838,Boxer,Medium
40839,Boxer,Medium
40840,Pointer,Large
40841,Boxer,Medium
40842,Husky,Medium
40843,Beagle,Medium
40844,Pointer,Medium
40845,Coonhound,Medium
40846,Pit Bull Terrier,Medium
40847,Pit Bull Terrier,Medium
40848,Australian Cattle Dog / Blue Heeler,Medium
40849,Australian Cattle Dog / Blue Heeler,Medium
40850,Siberian Husky,Medium
40851,Boxer,Medium
40852,Dalmatian,Medium
40853,Labrador Retriever,Medium
40854,Hound,Medium
40855,American Bulldog,Medium
40856,Hound,Medium
40857,Hound,Medium
40858,Terrier,Medium
40859,Pointer,Medium
40860,Cane Corso,Extra Large
40861,Catahoula Leopard Dog,Large
40862,Pit Bull Terrier,Large
40863,Chihuahua,Small
40864,Terrier,Medium
40865,Black Labrador Retriever,Medium
40866,Shepherd,Medium
40867,Chihuahua,Medium
40868,Pit Bull Terrier,Large
40869,Redbone Coonhound,Large
40870,Terrier,Medium
40871,Labrador Retriever,Medium
40872,Labrador Retriever,Medium
40873,Terrier,Medium
40874,Terrier,Medium
40875,Pit Bull Terrier,Medium
40876,Parson Russell Terrier,Small
40877,Feist,Small
40878,Labrador Retriever,Large
40879,Treeing Walker Coonhound,Large
40880,Mixed Breed,Large
40881,German Shepherd Dog,Large
40882,Shepherd,Small
40883,Labrador Retriever,Large
40884,Labrador Retriever,Medium
40885,Labrador Retriever,Medium
40886,American Staffordshire Terrier,Medium
40887,Labrador Retriever,Medium
40888,Mixed Breed,Medium
40889,Pit Bull Terrier,Small
40890,German Shepherd Dog,Medium
40891,Dachshund,Small
40892,Chihuahua,Small
40893,Mixed Breed,Large
40894,Mixed Breed,Large
40895,Black Labrador Retriever,Medium
40896,Pit Bull Terrier,Medium
40897,Shepherd,Medium
40898,Chihuahua,Small
40899,Labrador Retriever,Medium
40900,Shepherd,Medium
40901,Labrador Retriever,Large
40902,Australian Cattle Dog / Blue Heeler,Large
40903,Rottweiler,Large
40904,Rottweiler,Large
40905,Beagle,Small
40906,Poodle,Small
40907,German Shepherd Dog,Medium
40908,Pug,Small
40909,Terrier,Medium
40910,Australian Cattle Dog / Blue Heeler,Medium
40911,Hound,Large
40912,Labrador Retriever,Medium
40913,Affenpinscher,Small
40914,Australian Shepherd,Medium
40915,Mixed Breed,Small
40916,Mixed Breed,Medium
40917,Cattle Dog,Medium
40918,Black and Tan Coonhound,Large
40919,Mixed Breed,Medium
40920,Mixed Breed,Large
40921,Hound,Medium
40922,Hound,Medium
40923,Siberian Husky,Medium
40924,Beagle,Large
40925,Mixed Breed,Medium
40926,American Bulldog,Large
40927,Cattle Dog,Medium
40928,Pit Bull Terrier,Medium
40929,Shepherd,Medium
40930,Chihuahua,Small
40931,Labrador Retriever,Medium
40932,Treeing Walker Coonhound,Medium
40933,Mixed Breed,Medium
40934,Mixed Breed,Medium
40935,Mixed Breed,Medium
40936,German Shepherd Dog,Medium
40937,Labrador Retriever,Medium
40938,Labrador Retriever,Large
40939,Yorkshire Terrier,Small
40940,Labrador Retriever,Medium
40941,Beagle,Medium
40942,Jack Russell Terrier,Small
40943,American Staffordshire Terrier,Large
40944,Cattle Dog,Medium
40945,Dachshund,Small
40946,Great Dane,Extra Large
40947,Labrador Retriever,Large
40948,Pit Bull Terrier,Large
40949,Carolina Dog,Large
40950,Chihuahua,Small
40951,Chihuahua,Small
40952,American Staffordshire Terrier,Medium
40953,Corgi,Medium
40954,American Staffordshire Terrier,Large
40955,Labrador Retriever,Medium
40956,Shepherd,Medium
40957,German Wirehaired Pointer,Large
40958,Hound,Medium
40959,Labrador Retriever,Medium
40960,Pit Bull Terrier,Medium
40961,German Shepherd Dog,Large
40962,Boxer,Medium
40963,Labrador Retriever,Medium
40964,German Shepherd Dog,Extra Large
40965,Labrador Retriever,Medium
40966,Labrador Retriever,Medium
40967,Boxer,Large
40968,German Shepherd Dog,Medium
40969,German Shepherd Dog,Medium
40970,Border Collie,Medium
40971,Hound,Large
40972,German Shepherd Dog,Medium
40973,Pit Bull Terrier,Large
40974,German Shepherd Dog,Medium
40975,Boxer,Medium
40976,Boxer,Medium
40977,Labrador Retriever,Medium
40978,Chihuahua,Small
40979,Australian Cattle Dog / Blue Heeler,Medium
40980,Hound,Small
40981,Dachshund,Small
40982,Labrador Retriever,Large
40983,Chihuahua,Small
40984,Chihuahua,Small
40985,Carolina Dog,Large
40986,Treeing Walker Coonhound,Large
40987,Cardigan Welsh Corgi,Small
40988,Shetland Sheepdog / Sheltie,Small
40989,Treeing Walker Coonhound,Medium
40990,Labrador Retriever,Medium
40991,Labrador Retriever,Medium
40992,Chihuahua,Small
40993,Chihuahua,Small
40994,Pit Bull Terrier,Medium
40995,Labrador Retriever,Small
40996,Golden Retriever,Large
40997,Italian Greyhound,Small
40998,Labrador Retriever,Medium
40999,Chihuahua,Small
41000,Chihuahua,Small
41001,German Shepherd Dog,Large
41002,Yorkshire Terrier,Small
41003,German Shepherd Dog,Medium
41004,Labrador Retriever,Medium
41005,American Staffordshire Terrier,Medium
41006,American Staffordshire Terrier,Medium
41007,Wirehaired Terrier,Small
41008,Corgi,Small
41009,Dachshund,Small
41010,Labrador Retriever,Medium
41011,German Shepherd Dog,Medium
41012,Siberian Husky,Medium
41013,Siberian Husky,Medium
41014,Siberian Husky,Medium
41015,German Shepherd Dog,Large
41016,Husky,Large
41017,Chihuahua,Small
41018,Vizsla,Large
